entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
DoiTuongApDung:chi nhánh nước ngoài tại việt nam,DoiTuongApDung,chi nhánh nước ngoài tại Việt Nam,chi nhánh nước ngoài tại Việt Nam,163441,rule,0.85,"an toàn vốn theo quy định, Bộ Tài chính có thể chủ động thông tin, chia sẻ cho cơ quan quản lý nhà nước về bảo hiểm nước ngoài về các biện pháp can thiệp sớm, biện pháp kiểm soát áp dụng đối với chi nhánh nước ngoài tại Việt Nam. 4. Việc ký kết thỏa thuận quốc tế của cơ quan nhà nước có thẩm quyền của Việt Nam về hợp tác, chia sẻ thông tin với các cơ quan quản lý nhà nước về bảo hiểm nước ngoài có thể thực hiện song phương, nhiều bên hoặc đa ph"
"DoiTuongApDung:từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm có thỏa thuận khác tại hợp đồng bảo hiểm",DoiTuongApDung,"từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm có thỏa thuận khác tại hợp đồng bảo hiểm","từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm có thỏa thuận khác tại hợp đồng bảo hiểm",163441,rule,0.85,"ản; đ) Trong trường hợp hợp đồng bảo hiểm nhân thọ có nhiều người được bảo hiểm, hạn mức chi trả tối đa của Quỹ quy định tại điểm a, điểm b, điểm c và điểm d khoản 1 Điều này được áp dụng đối với từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm có thỏa thuận khác tại hợp đồng bảo hiểm. 2. Đối với hợp đồng bảo hiểm sức khỏe, Quỹ chi trả tối đa 90% mức trách nhiệm của doanh nghiệp bảo hiểm, chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài nhưng không quá 200 triệu đồng Việt Nam/người được bảo hi"
"DoiTuongApDung:từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm, chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài có thỏa thuận khác tại hợp",DoiTuongApDung,"từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm, chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài có thỏa thuận khác tại hợp","từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm, chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài có thỏa thuận khác tại hợp",163441,rule,0.85,"phí bảo hiểm đã đóng cho thời gian còn lại của hợp đồng bảo hiểm; c) Trong trường hợp hợp đồng bảo hiểm sức khỏe có nhiều người được bảo hiểm, hạn mức chi trả tối đa của Quỹ được áp dụng đối với từng người được bảo hiểm, trừ trường hợp giữa những người được bảo hiểm và doanh nghiệp bảo hiểm, chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài có thỏa thuận khác tại hợp đồng bảo hiểm. 3. Đối với hợp đồng bảo hiểm phi nhân thọ: a) Đối với hợp đồng bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới, Quỹ chi trả tối đa mức trách nhiệm của doanh nghiệp bảo hiểm, chi nhánh doanh nghiệp"
DoiTuongApDung:sản phẩm bảo hiểm liên kết đầu tư): được dùng để bù đắp các khoản chi phí hợp lý có liên quan đến việc bên mua bảo hiểm chấm dứt hợp đồng bảo hiểm trước hạn,DoiTuongApDung,sản phẩm bảo hiểm liên kết đầu tư): được dùng để bù đắp các khoản chi phí hợp lý có liên quan đến việc bên mua bảo hiểm chấm dứt hợp đồng bảo hiểm trước hạn,sản phẩm bảo hiểm liên kết đầu tư): được dùng để bù đắp các khoản chi phí hợp lý có liên quan đến việc bên mua bảo hiểm chấm dứt hợp đồng bảo hiểm trước hạn,163441,rule,0.85,"kết quả đầu tư của quỹ liên kết đầu tư (đối với hợp đồng bảo hiểm liên kết đầu tư), quỹ hưu trí tự nguyện (đối với hợp đồng bảo hiểm hưu trí); đ) Phí chấm dứt hợp đồng trước hạn (áp dụng đối với sản phẩm bảo hiểm liên kết đầu tư): được dùng để bù đắp các khoản chi phí hợp lý có liên quan đến việc bên mua bảo hiểm chấm dứt hợp đồng bảo hiểm trước hạn. Phí chấm dứt hợp đồng trước hạn được trừ từ giá trị tài khoản của bên mua bảo hiểm; e) Phí chuyển đổi quỹ liên kết đơn vị (áp dụng đối với sản phẩm bảo hiểm liên kết đơn vị): là khoản phí tính cho bên mua bảo hiểm khi"
DoiTuongApDung:sản phẩm bảo hiểm liên kết đơn vị): là khoản phí tính cho bên mua bảo hiểm khi thực hiện chuyển đổi tài sản đầu tư giữa các quỹ liên kết đơn vị,DoiTuongApDung,sản phẩm bảo hiểm liên kết đơn vị): là khoản phí tính cho bên mua bảo hiểm khi thực hiện chuyển đổi tài sản đầu tư giữa các quỹ liên kết đơn vị,sản phẩm bảo hiểm liên kết đơn vị): là khoản phí tính cho bên mua bảo hiểm khi thực hiện chuyển đổi tài sản đầu tư giữa các quỹ liên kết đơn vị,163441,rule,0.85,c bên mua bảo hiểm chấm dứt hợp đồng bảo hiểm trước hạn. Phí chấm dứt hợp đồng trước hạn được trừ từ giá trị tài khoản của bên mua bảo hiểm; e) Phí chuyển đổi quỹ liên kết đơn vị (áp dụng đối với sản phẩm bảo hiểm liên kết đơn vị): là khoản phí tính cho bên mua bảo hiểm khi thực hiện chuyển đổi tài sản đầu tư giữa các quỹ liên kết đơn vị; g) Phí chuyển tài khoản bảo hiểm hưu trí (áp dụng đối với sản phẩm bảo hiểm hưu trí): là khoản phí bên mua bảo hiểm phải trả cho doanh nghiệp bảo hiểm hiện đang quản lý tài khoản bảo hiểm hưu trí khi thực hiện chuyển g
DoiTuongApDung:sản phẩm bảo hiểm hưu trí): là khoản phí bên mua bảo hiểm phải trả cho doanh nghiệp bảo hiểm hiện đang quản lý tài khoản bảo hiểm hưu trí khi thực hiện chuyển giao tài khoản bảo hi,DoiTuongApDung,sản phẩm bảo hiểm hưu trí): là khoản phí bên mua bảo hiểm phải trả cho doanh nghiệp bảo hiểm hiện đang quản lý tài khoản bảo hiểm hưu trí khi thực hiện chuyển giao tài khoản bảo hi,sản phẩm bảo hiểm hưu trí): là khoản phí bên mua bảo hiểm phải trả cho doanh nghiệp bảo hiểm hiện đang quản lý tài khoản bảo hiểm hưu trí khi thực hiện chuyển giao tài khoản bảo hi,163441,rule,0.85,"m bảo hiểm liên kết đơn vị): là khoản phí tính cho bên mua bảo hiểm khi thực hiện chuyển đổi tài sản đầu tư giữa các quỹ liên kết đơn vị; g) Phí chuyển tài khoản bảo hiểm hưu trí (áp dụng đối với sản phẩm bảo hiểm hưu trí): là khoản phí bên mua bảo hiểm phải trả cho doanh nghiệp bảo hiểm hiện đang quản lý tài khoản bảo hiểm hưu trí khi thực hiện chuyển giao tài khoản bảo hiểm hưu trí sang doanh nghiệp bảo hiểm mới. 2. Doanh nghiệp bảo hiểm có trách nhiệm tính toán các khoản phí tính cho bên mua bảo hiểm chính xác, công bằng, hợp lý, phù hợp với phương pháp và cơ sở tính phí sản phẩm đã đăn"
"DoiTuongApDung:bên mua bảo hiểm, doanh nghiệp bảo hiểm có trách nhiệm thông báo cho bên mua bảo hiểm bằng văn bản ít nhất 03 tháng trước thời điểm chính thức thay đổi",DoiTuongApDung,"bên mua bảo hiểm, doanh nghiệp bảo hiểm có trách nhiệm thông báo cho bên mua bảo hiểm bằng văn bản ít nhất 03 tháng trước thời điểm chính thức thay đổi","bên mua bảo hiểm, doanh nghiệp bảo hiểm có trách nhiệm thông báo cho bên mua bảo hiểm bằng văn bản ít nhất 03 tháng trước thời điểm chính thức thay đổi",163441,rule,0.85,"ho bên mua bảo hiểm phải được thể hiện rõ tại hợp đồng bảo hiểm. Trong quá trình thực hiện hợp đồng, trường hợp doanh nghiệp bảo hiểm thay đổi các mức phí hoặc tỷ lệ các khoản phí áp dụng cho bên mua bảo hiểm, doanh nghiệp bảo hiểm có trách nhiệm thông báo cho bên mua bảo hiểm bằng văn bản ít nhất 03 tháng trước thời điểm chính thức thay đổi. Mức phí hoặc tỷ lệ phí thay đổi không được vượt quá hạn mức tối đa đã được thoả thuận tại hợp đồng bảo hiểm. Điều 100. Công ty quản lý quỹ 1. Doanh nghiệp bảo hiểm triển khai sản phẩm bảo hiểm liên kết chung, sản phẩm"
DoiTuongApDung:các chủ hợp đồng bảo hiểm liên kết chung,DoiTuongApDung,các chủ hợp đồng bảo hiểm liên kết chung,các chủ hợp đồng bảo hiểm liên kết chung,163441,rule,0.85,thấp hơn 50 tỷ đồng Việt Nam. 3. Doanh nghiệp bảo hiểm được hưởng kết quả đầu tư tương ứng với số tiền đã đóng góp vào việc thành lập quỹ liên kết chung theo mức lãi suất công bố áp dụng cho các chủ hợp đồng bảo hiểm liên kết chung. Doanh nghiệp bảo hiểm có thể được hoàn lại một phần hoặc toàn bộ số tiền đã đóng góp nếu vẫn đảm bảo tổng giá trị quỹ liên kết chung không thấp hơn 50 tỷ đồng Việt Nam. 4. Bên mua bảo hiểm được hưởng kết quả đầu tư tươ
DoiTuongApDung:các doanh nghiệp bảo hiểm,DoiTuongApDung,các doanh nghiệp bảo hiểm,các doanh nghiệp bảo hiểm,163441,rule,0.85,"ng mỗi năm tài chính và không thấp hơn lãi suất cam kết tối thiểu quy định tại hợp đồng bảo hiểm. 5. Quỹ liên kết chung được quản lý và sử dụng đầu tư phù hợp với chế độ tài chính áp dụng đối với các doanh nghiệp bảo hiểm. Tiểu mục 3 BẢO HIỂM LIÊN KẾT ĐƠN VỊ Điều 105. Tên gọi và thiết kế sản phẩm bảo hiểm liên kết đơn vị 1. Tên của sản phẩm bảo hiểm liên kết đơn vị phải phù hợp với tính chất của sản phẩm bảo hiểm và có thành tố ""Sản phẩm"
"DoiTuongApDung:các doanh nghiệp môi giới bảo hiểm]: [hoạt động phụ trợ bảo hiểm: tư vấn bảo hiểm, đánh giá rủi ro bảo hiểm, tính toán bảo hiểm, giám định tổn thất bảo hiểm, hỗ trợ giải quyết bồi",DoiTuongApDung,"các doanh nghiệp môi giới bảo hiểm]: [Hoạt động phụ trợ bảo hiểm: tư vấn bảo hiểm, đánh giá rủi ro bảo hiểm, tính toán bảo hiểm, giám định tổn thất bảo hiểm, hỗ trợ giải quyết bồi","các doanh nghiệp môi giới bảo hiểm]: [Hoạt động phụ trợ bảo hiểm: tư vấn bảo hiểm, đánh giá rủi ro bảo hiểm, tính toán bảo hiểm, giám định tổn thất bảo hiểm, hỗ trợ giải quyết bồi",163441,rule,0.85,"n thất, xét giải quyết bồi thường, yêu cầu người thứ ba bồi hoàn]: [Quản lý quỹ và đầu tư vốn]: [Các hoạt động khác theo quy định của pháp luật]: [Hoạt động môi giới bảo hiểm: chỉ áp dụng đối với các doanh nghiệp môi giới bảo hiểm]: [Hoạt động phụ trợ bảo hiểm: tư vấn bảo hiểm, đánh giá rủi ro bảo hiểm, tính toán bảo hiểm, giám định tổn thất bảo hiểm, hỗ trợ giải quyết bồi thường bảo hiểm]: 3. Địa bàn hoạt động: [trên phạm vi cả nước hay trong những khu vực địa lý nhất định]. 4. Đối tượng khách hàng Điều 4. Thời hạn hoạt động [Tên doanh nghiệp bảo hiểm/chỉ nhánh nước ngoài tại Việt Nam/doa"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,164719,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đoàn thái sơn,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,164719,metadata,1.0,metadata.csv: Đoàn Thái Sơn
"LinhVuc:thanh tra, giám sát ngân hàng",LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",164719,metadata,1.0,"metadata.csv: Thanh tra, giám sát ngân hàng"
"DoiTuongApDung:các doanh nghiệp không cung cấp báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để tính các chỉ tiêu doanh thu, tỷ lệ đòn bảy, vốn chủ sở hữu",DoiTuongApDung,"các doanh nghiệp không cung cấp Báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để tính các chỉ tiêu doanh thu, tỷ lệ đòn bảy, vốn chủ sở hữu","các doanh nghiệp không cung cấp Báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để tính các chỉ tiêu doanh thu, tỷ lệ đòn bảy, vốn chủ sở hữu",164719,rule,0.85,"100% 80% 60% 50% Tỷ lệ đòn bẩy từ 25% đến 50% 125% 110% 95% 80% Tỷ lệ đòn bẩy trên 50% 160% 150% 140% 120% Vốn chủ sở hữu âm hoặc bằng 0 250% (ii) Hệ số rủi ro tín dụng 200% được áp dụng đối với các doanh nghiệp không cung cấp Báo cáo tài chính cho ngân hàng, chi nhánh ngân hàng nước ngoài để tính các chỉ tiêu doanh thu, tỷ lệ đòn bảy, vốn chủ sở hữu; (iii) Đối với các doanh nghiệp thành lập mới (không bao gồm các trường hợp thành lập do tổ chức lại, chuyển đổi hình thức pháp lý,...), hoạt động chưa được 01 năm, hệ số rủi ro tín dụng là 150%."" 7. Sửa đổi, bổ sung kh"
DoiTuongApDung:khoản phải đòi được bảo đảm bằng bất động sản không kinh doanh theo chỉ tiêu tỷ lệ bảo đảm (ltv) như sau: ltv ltv dưới 40% ltv từ 40% trở lên đến dưới 60% ltv từ 60% trở lên đến dư,DoiTuongApDung,khoản phải đòi được bảo đảm bằng bất động sản không kinh doanh theo chỉ tiêu Tỷ lệ bảo đảm (LTV) như sau: LTV LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dư,khoản phải đòi được bảo đảm bằng bất động sản không kinh doanh theo chỉ tiêu Tỷ lệ bảo đảm (LTV) như sau: LTV LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dư,164719,rule,0.85,"ị tại thời điểm xét duyệt cho vay (đối với trường hợp xác định lại được thực hiện lần đầu tiên) hoặc so với giá trị tài sản bảo đảm xác định lại gần nhất. b) Hệ số rủi ro tín dụng áp dụng đối với khoản phải đòi được bảo đảm bằng bất động sản không kinh doanh theo chỉ tiêu Tỷ lệ bảo đảm (LTV) như sau: LTV LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dưới 80% LTV từ 80% trở lên đến dưới 90% LTV từ 90% trở lên đến dưới 100% LTV từ 100% trở lên Hệ số rủi ro 30% 40% 50% 70% 80% 100% c) Đối với khoản phải đòi được đảm bảo bằng bất động sản kinh doanh, hệ số rủi ro tín dụng"
"DoiTuongApDung:khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về tỷ lệ bảo đảm (ltv)",DoiTuongApDung,"khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV)","khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV)",164719,rule,0.85,"xác định riêng cho từng bất động sản kinh doanh và bất động sản không kinh doanh tương ứng theo tỷ lệ tổng diện tích mặt bằng của bất động sản; đ) Hệ số rủi ro tín dụng 150% được áp dụng đối với khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV); e) Hệ số rủi ro tín dụng 200% được áp dụng đối với tài sản là khoản cấp tín dụng chuyên biệt dưới hình thức cấp tín dụng tài trợ dự án kinh doanh bất động sản. Trường hợp đối với tài sản là khoản cấp tín dụng chuyên bi"
DoiTuongApDung:tài sản là khoản cấp tín dụng chuyên biệt dưới hình thức cấp tín dụng tài trợ dự án kinh doanh bất động sản,DoiTuongApDung,tài sản là khoản cấp tín dụng chuyên biệt dưới hình thức cấp tín dụng tài trợ dự án kinh doanh bất động sản,tài sản là khoản cấp tín dụng chuyên biệt dưới hình thức cấp tín dụng tài trợ dự án kinh doanh bất động sản,164719,rule,0.85,"ng đối với khoản phải đòi được đảm bảo bằng bất động sản mà ngân hàng, chi nhánh ngân hàng nước ngoài không có thông tin về Tỷ lệ bảo đảm (LTV); e) Hệ số rủi ro tín dụng 200% được áp dụng đối với tài sản là khoản cấp tín dụng chuyên biệt dưới hình thức cấp tín dụng tài trợ dự án kinh doanh bất động sản. Trường hợp đối với tài sản là khoản cấp tín dụng chuyên biệt dưới hình thức cấp tín dụng tài trợ dự án kinh doanh bất động sản khu công nghiệp, hệ số rủi ro tín dụng là 160%."" 8. Sửa đổi, bổ sung điểm b khoản 11 Điều 9"
"DoiTuongApDung:khoản cho vay thế chấp nhà ở theo tỷ lệ bảo đảm (ltv) và tỷ lệ thu nhập (dsc) như sau: (i) đối với khoản cho vay để mua nhà ở xã hội, mua nhà ở theo các chương trình, dự án hỗ trợ",DoiTuongApDung,"khoản cho vay thế chấp nhà ở theo Tỷ lệ bảo đảm (LTV) và Tỷ lệ thu nhập (DSC) như sau: (i) Đối với khoản cho vay để mua nhà ở xã hội, mua nhà ở theo các chương trình, dự án hỗ trợ","khoản cho vay thế chấp nhà ở theo Tỷ lệ bảo đảm (LTV) và Tỷ lệ thu nhập (DSC) như sau: (i) Đối với khoản cho vay để mua nhà ở xã hội, mua nhà ở theo các chương trình, dự án hỗ trợ",164719,rule,0.85,"hình thức cấp tín dụng tài trợ dự án kinh doanh bất động sản khu công nghiệp, hệ số rủi ro tín dụng là 160%."" 8. Sửa đổi, bổ sung điểm b khoản 11 Điều 9 như sau: ""b) Hệ số rủi ro áp dụng cho khoản cho vay thế chấp nhà ở theo Tỷ lệ bảo đảm (LTV) và Tỷ lệ thu nhập (DSC) như sau: (i) Đối với khoản cho vay để mua nhà ở xã hội, mua nhà ở theo các chương trình, dự án hỗ trợ của Chính phủ: Các khoản cho vay thế chấp nhà ở LTV dưới 40% LTV từ 40% trở lên đến dưới 60% LTV từ 60% trở lên đến dưới 80% LTV từ 80% trở lên đến dưới 90% LTV từ 90% trở lên đến dưới 100% LTV từ 100% trở lên DSC từ 35%"
"DoiTuongApDung:các tài sản bảo đảm sau đây: a) tiền mặt, giấy tờ có giá, thẻ tiết kiệm do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài phát hành",DoiTuongApDung,"các tài sản bảo đảm sau đây: a) Tiền mặt, giấy tờ có giá, thẻ tiết kiệm do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài phát hành","các tài sản bảo đảm sau đây: a) Tiền mặt, giấy tờ có giá, thẻ tiết kiệm do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài phát hành",164719,rule,0.85,"cùng một loại tiền tệ."" 12. Sửa đổi, bổ sung Điều 12 như sau: ""Điều 12. Giảm thiểu rủi ro tín dụng bằng tài sản bảo đảm 1. Việc giảm thiểu rủi ro tín dụng bằng tài sản bảo đảm chỉ áp dụng đối với các tài sản bảo đảm sau đây: a) Tiền mặt, giấy tờ có giá, thẻ tiết kiệm do tổ chức tín dụng, chi nhánh ngân hàng nước ngoài phát hành; b) Vàng (vàng tiêu chuẩn, vàng vật chất, vàng trang sức với giá trị được chuyển đổi giá trị sang vàng 99.99); c) Giấy tờ có giá do Chính phủ Việt Nam, Ngân hàng Nhà nước, Uỷ ban nhân dân tỉnh, thành phố trực thuộc trun"
"DoiTuongApDung:trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài",DoiTuongApDung,"trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài","trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài",164719,rule,0.85,"g, chi nhánh ngân hàng nước ngoài để sửa đổi, bổ sung các quy định, quy trình này."" 15. Sửa đổi, bổ sung khoản 4 Điều 18 như sau: ""4. Vốn yêu cầu cho rủi ro ngoại hối (K FXR ) chỉ áp dụng đối với trường hợp tổng giá trị trạng thái ngoại hối ròng (bao gồm cả vàng) của ngân hàng, chi nhánh ngân hàng nước ngoài lớn hơn 2% vốn tự có của ngân hàng, chi nhánh ngân hàng nước ngoài. Vốn yêu cầu cho rủi ro ngoại hối và tổng trạng thái ngoại hối ròng bao gồm cả vàng được tính theo hướng dẫn tại Phụ lục 4 ban hành kèm theo Thông tư này."" 16. Sửa đổi, bổ sung khoản 1 Điều 21 như sau: ""1. Giám sát, kiể"
CoQuan:quốc hội,CoQuan,Quốc hội,Quốc hội,166170,metadata,1.0,metadata.csv: Quốc hội
NguoiKy:vương đình huệ,NguoiKy,Vương Đình Huệ,Vương Đình Huệ,166170,metadata,1.0,metadata.csv: Vương Đình Huệ
LinhVuc:tín dụng,LinhVuc,Tín dụng,Tín dụng,166170,metadata,1.0,metadata.csv: Tín dụng
"DoiTuongApDung:các trường hợp sau đây: a) sở hữu cổ phần tại công ty con, công ty liên kết là tổ chức tín dụng quy định tại khoản 2 và khoản 3 điều 111 của luật này",DoiTuongApDung,"các trường hợp sau đây: a) Sở hữu cổ phần tại công ty con, công ty liên kết là tổ chức tín dụng quy định tại khoản 2 và khoản 3 Điều 111 của Luật này","các trường hợp sau đây: a) Sở hữu cổ phần tại công ty con, công ty liên kết là tổ chức tín dụng quy định tại khoản 2 và khoản 3 Điều 111 của Luật này",166170,rule,0.85,"tín dụng và người có liên quan của cổ đông đó không được sở hữu cổ phần từ 05% vốn điều lệ trở lên của một tổ chức tín dụng khác. 4. Quy định tại khoản 2 và khoản 3 Điều này không áp dụng đối với các trường hợp sau đây: a) Sở hữu cổ phần tại công ty con, công ty liên kết là tổ chức tín dụng quy định tại khoản 2 và khoản 3 Điều 111 của Luật này; b) Sở hữu cổ phần nhà nước tại tổ chức tín dụng cổ phần hóa; c) Sở hữu cổ phần của nhà đầu tư nước ngoài quy định tại khoản 7 Điều này. 5. Tỷ lệ sở hữu cổ phần quy định tại khoản 1 và khoản 2 Điều này bao gồm cả số cổ"
DoiTuongApDung:quỹ tín dụng nhân dân và trường hợp cấp tín dụng dưới hình thức phát hành thẻ tín dụng cho cá nhân,DoiTuongApDung,quỹ tín dụng nhân dân và trường hợp cấp tín dụng dưới hình thức phát hành thẻ tín dụng cho cá nhân,quỹ tín dụng nhân dân và trường hợp cấp tín dụng dưới hình thức phát hành thẻ tín dụng cho cá nhân,166170,rule,0.85,"định tại Điều lệ của tổ chức tín dụng đó; Tổng giám đốc (Giám đốc), Phó Tổng giám đốc (Phó giám đốc) của chi nhánh ngân hàng nước ngoài đó. 2. Quy định tại khoản 1 Điều này không áp dụng đối với quỹ tín dụng nhân dân và trường hợp cấp tín dụng dưới hình thức phát hành thẻ tín dụng cho cá nhân. 3. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài không được cấp tín dụng cho khách hàng trên cơ sở bảo đảm của đối tượng quy định tại khoản 1 Điều này. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài không được bảo"
DoiTuongApDung:chủ thể pháp lý độc lập,DoiTuongApDung,chủ thể pháp lý độc lập,chủ thể pháp lý độc lập,166170,rule,0.85,"ó liên quan. 2. Phải thiết lập và thực hiện độc lập, bình đẳng các hợp đồng, giao dịch khác và quan hệ khác giữa công ty kiểm soát với công ty con, công ty liên kết theo điều kiện áp dụng đối với chủ thể pháp lý độc lập. 3. Không được can thiệp vào tổ chức, hoạt động của công ty con, công ty liên kết, ngoài các quyền, nghĩa vụ của chủ sở hữu, thành viên góp vốn hoặc cổ đông. Điều 142. Góp vốn, mua cổ phần giữa các công ty con, công ty"
DoiTuongApDung:khoản phải thu phát sinh đến thời điểm ngân hàng nhà nước có văn bản quy định tại khoản 2 điều 156 của luật này,DoiTuongApDung,khoản phải thu phát sinh đến thời điểm Ngân hàng Nhà nước có văn bản quy định tại khoản 2 Điều 156 của Luật này,khoản phải thu phát sinh đến thời điểm Ngân hàng Nhà nước có văn bản quy định tại khoản 2 Điều 156 của Luật này,166170,rule,0.85,hênh lệnh thu chi từ kết quả kinh doanh hằng năm của tổ chức tín dụng. Thời gian phân bổ lãi phải thu phải thoái tối đa 05 năm kể từ ngày được Ngân hàng Nhà nước chấp thuận và chỉ áp dụng cho khoản phải thu phát sinh đến thời điểm Ngân hàng Nhà nước có văn bản quy định tại khoản 2 Điều 156 của Luật này. Chính phủ quy định trường hợp tổ chức tín dụng có thời gian phân bổ lãi phải thu phải thoái lớn hơn 05 năm nhưng không quá 10 năm trong trường hợp cần thiết; c) Quỹ tín dụng nhân dân được vay từ quỹ bảo đảm an toàn hệ
"DoiTuongApDung:tổ chức tín dụng, chi nhánh ngân hàng nước ngoài quy định tại điểm a khoản 2 điều 156 của luật này và yêu cầu tổ chức tín dụng, chi nhánh ngân hàng nước ngoài điều chỉnh nội dung p",DoiTuongApDung,"tổ chức tín dụng, chi nhánh ngân hàng nước ngoài quy định tại điểm a khoản 2 Điều 156 của Luật này và yêu cầu tổ chức tín dụng, chi nhánh ngân hàng nước ngoài điều chỉnh nội dung p","tổ chức tín dụng, chi nhánh ngân hàng nước ngoài quy định tại điểm a khoản 2 Điều 156 của Luật này và yêu cầu tổ chức tín dụng, chi nhánh ngân hàng nước ngoài điều chỉnh nội dung p",166170,rule,0.85,"khắc phục theo yêu cầu của Ngân hàng Nhà nước. 3. Ngân hàng Nhà nước có trách nhiệm giám sát việc thực hiện phương án khắc phục, có quyền điều chỉnh các yêu cầu, biện pháp hạn chế áp dụng đối với tổ chức tín dụng, chi nhánh ngân hàng nước ngoài quy định tại điểm a khoản 2 Điều 156 của Luật này và yêu cầu tổ chức tín dụng, chi nhánh ngân hàng nước ngoài điều chỉnh nội dung phương án khắc phục. 4. Trường hợp gia hạn thời hạn thực hiện phương án khắc phục, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài phải thực hiện theo quy định tại Điều 158 của Luật này. 5. Trường hợp sửa đổi, bổ sung cá"
DoiTuongApDung:khoản phải thu phát sinh đến thời điểm tổ chức tín dụng được đặt vào kiểm soát đặc biệt,DoiTuongApDung,khoản phải thu phát sinh đến thời điểm tổ chức tín dụng được đặt vào kiểm soát đặc biệt,khoản phải thu phát sinh đến thời điểm tổ chức tín dụng được đặt vào kiểm soát đặc biệt,166170,rule,0.85,"chênh lệnh thu chi từ kết quả kinh doanh hằng năm của tổ chức tín dụng. Thời gian phân bổ lãi phải thu phải thoái tối đa 10 năm kể từ khi được Ngân hàng Nhà nước chấp thuận và chỉ áp dụng cho khoản phải thu phát sinh đến thời điểm tổ chức tín dụng được đặt vào kiểm soát đặc biệt; h) Khi thực hiện giải pháp tăng vốn điều lệ theo phương án phục hồi, cổ đông, thành viên góp vốn được sở hữu cổ phần, phần vốn góp vượt giới hạn tỷ lệ sở hữu cổ phần, phần vốn góp quy định tại Điều 63 và Điều 77 của Lu"
CoQuan:quốc hội,CoQuan,Quốc hội,Quốc hội,166269,metadata,1.0,metadata.csv: Quốc hội
NguoiKy:vương đình huệ,NguoiKy,Vương Đình Huệ,Vương Đình Huệ,166269,metadata,1.0,metadata.csv: Vương Đình Huệ
LinhVuc:chưa phân loại,LinhVuc,Chưa phân loại,Chưa phân loại,166269,metadata,1.0,metadata.csv: Chưa phân loại
