source_id,source_so_ky_hieu,target_so_ky_hieu,trigger,evidence
27257,44/2011/TT-NHNN,36/2006/QĐ-NHNN,reference," định của Luật Các tổ chức tín dụng và quy định tại Thông tư này. Điều 39. Hiệu lực thi hành 1. Thông tư này có hiệu lực thi hành kể từ ngày 12 tháng 02 năm 2012. 2. Quyết định số 36/2006/QĐ-NHNN ngày 01/8/2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm tra, kiểm soát nội bộ của tổ chức tín dụng và Quyết định số 37/2006/QĐ-NHNN ngày 01/8/2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm toá"
27257,44/2011/TT-NHNN,37/2006/QĐ-NHNN,reference,"áng 02 năm 2012. 2. Quyết định số 36/2006/QĐ-NHNN ngày 01/8/2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm tra, kiểm soát nội bộ của tổ chức tín dụng và Quyết định số 37/2006/QĐ-NHNN ngày 01/8/2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm toán nội bộ của tổ chức tín dụng hết hiệu lực kể từ ngày Thông tư này có hiệu lực. Điều 40. Tổ chức thực hiện Chánh Văn phòng, Chánh Thanh tra, giám "
30402,202/2012/TT-BTC,17/2012/NĐ-CP,Căn cứ,", quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán ___________________ Căn cứ Luật Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP ngày 27/11/2008 của Chính phủ Quy định chức năng, nhiệm vụ, quyền hạn và cơ"
30402,202/2012/TT-BTC,118/2008/NĐ-CP,Căn cứ,"háng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP ngày 27/11/2008 của Chính phủ Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính; Theo đề nghị của Vụ trưởng Vụ Chế độ kế toán và kiểm toán, Bộ trưởng Bộ Tài chính ban hành Thông tư hướng dẫn về "
30402,202/2012/TT-BTC,64/2004/TT-BTC,Thông tư số, cáo kiểm toán và báo cáo kết quả công tác soát xét. 4. Các quy định về đăng ký hành nghề kiểm toán của kiểm toán viên và quản lý kiểm toán viên hành nghề quy định tại Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán độc lập hết hiệu lực kể từ ngày Thông tư này có hiệu lực thi hành. Điều 18. Tổ chức thực hiện Vụ tr
30402,202/2012/TT-BTC,105/2004/NĐ-CP,Thông tư số,"ý hành nghề kiểm toán của kiểm toán viên và quản lý kiểm toán viên hành nghề quy định tại Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán độc lập hết hiệu lực kể từ ngày Thông tư này có hiệu lực thi hành. Điều 18. Tổ chức thực hiện Vụ trưởng Vụ Chế độ kế toán và kiểm toán, doanh nghiệp kiểm toán, kiểm toán viên hà"
38128,37/2014/TT-NHNN,156/2013/NĐ-CP,Căn cứ,"NG TƯ Q uy định việc thiết kế mẫu tiền, chế bản và quản lý in, đúc tiền Việt Nam ____________________ Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ; Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11/11/2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 40/2012/NĐ-CP ngày 02/5/2012 của Chính phủ về nghiệp vụ phát hành tiền; bảo qu"
38128,37/2014/TT-NHNN,40/2012/NĐ-CP,Căn cứ,"2 ; Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11/11/2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 40/2012/NĐ-CP ngày 02/5/2012 của Chính phủ về nghiệp vụ phát hành tiền; bảo quản, vận chuyển tài sản quý và giấy tờ có giá trong hệ thống Ngân hàng Nhà nước, tổ chức tín dụng và chi nhánh ngân hàng nước ngoài; Theo đề nghị của Cục tr"
38128,37/2014/TT-NHNN,23/2009/TT-NHNN,thay thế," thiết kế đồng tiền, chế tạo bản in, khuôn đúc và in, đúc tiền. Điều 21. Điều khoản thi hành Thông tư này có hiệu lực thi hành từ ngày 12 tháng 01 năm 2015 và thay thế Thông tư số 23/2009/TT-NHNN ngày 02/12/2009 quy định việc thiết kế mẫu, chế bản và quản lý in, đúc tiền Việt Nam. Điều 22. Trách nhiệm tổ chức thực hiện Chánh Văn phòng, Cục trưởng Cục Phát hành và Kho quỹ, Vụ trưởng Vụ Kiểm toán nội bộ, Thủ trưởn"
44209,01/2014/TT-NHNN,156/2013/NĐ-CP,Căn cứ,"iá Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 40/2012/NĐ-CP ngày 02 tháng 5 năm 2012 của Chính phủ về nghiệp vụ ph"
44209,01/2014/TT-NHNN,40/2012/NĐ-CP,Căn cứ," Nghị định số 156/2013/NĐ-CP ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 40/2012/NĐ-CP ngày 02 tháng 5 năm 2012 của Chính phủ về nghiệp vụ phát hành tiền; bảo quản, vận chuyển tài sản quý và giấy tờ có giá trong hệ thống Ngân hàng Nhà nước, tổ chức tín dụng và chi nhánh ngân hàng nước ngoài; Theo đề nghị "
44209,01/2014/TT-NHNN,60/2006/QĐ-NHNN,"Sửa đổi, bổ sung","u 72. Hiệu lực thi hành 1. Thông tư này có hiệu lực thi hành kể từ ngày 20/02/2014. 2. Kể từ ngày Thông tư này có hiệu lực, các văn bản sau hết hiệu lực thi hành: a) Quyết định số 60/2006/QĐ-NHNN ngày 27/12/2006 của Thống đốc Ngân hàng Nhà nước ban hành Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá; b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Ch"
44209,01/2014/TT-NHNN,27/2007/QĐ-NHNN,"Sửa đổi, bổ sung","ết định số 60/2006/QĐ-NHNN ngày 27/12/2006 của Thống đốc Ngân hàng Nhà nước ban hành Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá; b) Quyết định số 27/2007/QĐ-NHNN ngày 21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN; c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa"
44209,01/2014/TT-NHNN,21/2011/TT-NHNN,"Sửa đổi, bổ sung","21/6/2007 sửa đổi, bổ sung một số Điều của Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN; c) Thông tư số 21/2011/TT-NHNN ngày 30/8/2011 sửa đổi, bổ sung Khoản 5 Điều 3 Chế độ giao nhận, bảo quản, vận chuyển tiền mặt, tài sản quý, giấy tờ có giá ban hành theo Quyết định số 60/2006/QĐ-NHNN. Điều 73. Trách nhiệm tổ chức thi hành Chánh Văn ph"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,56/2024/TT-NHNN,Thông tư số," lập - Tự do - Hạnh phúc THÔNG TƯ Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, có hiệu lực kể t"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,12/2025/TT-NHNN,"Sửa đổi, bổ sung"," đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, có hiệu lực kể từ ngày 24 tháng 12 năm 2024 được sửa đổi, bổ sung bởi: 1. Thông tư số 12/2025/TT-NHNN ngày 30 tháng 6 năm 2025 của Thống đốc Ngân hàng Nhà nước Việt Nam sửa đổi, bổ sung một số điều của các Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, vă"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,11/2026/TT-NHNN,"Sửa đổi, bổ sung","ầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, tổ chức tín dụng phi ngân hàng, có hiệu lực từ ngày 14 tháng 8 năm 2025. 2. Thông tư số 11/2026/TT-NHNN ngày 19 tháng 5 năm 2026 của Thống đốc Ngân hàng Nhà nước Việt Nam phân cấp thực hiện thủ tục hành chính trong lĩnh vực thông tin tín dụng và sửa đổi, bổ sung một số điều của các Thông tư liên quan đến cắt giảm, đơn giả"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,102/2022/NĐ-CP,Căn cứ,"c kể từ ngày 19 tháng 5 năm 2026. Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 162/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,52/VBHN-NHNN,162/2024/NĐ-CP,Căn cứ," – Tự do – Hạnh phúc …, ngày … tháng … năm … VĂN BẢN CAM KẾT ĐÃ THỰC HIỆN ĐẦY ĐỦ NGHĨA VỤ THUẾ, BẢO HIỂM XÃ HỘI Kính gửi: Thống đốc Ngân hàng Nhà nước Việt Nam Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của tổ chức tín dụng là công ty trách nhiệm hữu hạn một thà"
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,156/2020/NĐ-CP,"Sửa đổi, bổ sung","Ủ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc __________________ NGHỊ ĐỊNH [1] Quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán, có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: Nghị địn"
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,128/2021/NĐ-CP,"Sửa đổi, bổ sung","định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán, có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2021, được sửa đổi, bổ sung bởi: Nghị định số 128/2021/NĐ-CP ngày 30 tháng 12 năm 2021 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường c"
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,306/2025/NĐ-CP,"Sửa đổi, bổ sung","năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán, có hiệu lực thi hành kể từ ngày 01 tháng 01 năm 2022. Nghị định số 306/2025/NĐ-CP ngày 25 tháng 11 năm 2025 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 156/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường c"
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,158/2020/NĐ-CP,"Sửa đổi, bổ sung","h trong lĩnh vực chứng khoán và thị trường chứng khoán (được sửa đổi, bổ sung một số điều theo Nghị định số 128/2021/NĐ-CP ngày 30 tháng 12 năm 2021 của Chính phủ) và Nghị định số 158/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ về chứng khoán phái sinh và thị trường chứng khoán phái sinh, có hiệu lực thi hành kể từ ngày 09 tháng 01 năm 2026. Căn cứ Luật Tổ chức Chính phủ ngày 19 tháng 6 năm 2015; Luật sử"
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,155/2020/NĐ-CP,Nghị định số,ừ 30.000.000 đồng đến 50.000.000 đồng đối với công ty đại chúng thực hiện thông báo thay đổi tỷ lệ sở hữu nước ngoài tối đa không đúng thời gian quy định tại Điều 141 Nghị định số 155/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định chi tiết thi hành một số điều của Luật Chứng khoán. 2. Phạt tiền từ 50.000.000 đồng đến 70.000.000 đồng đối với công ty đại chúng không thực hiện thông báo tỷ lệ sở hữu n
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,108/2013/NĐ-CP,"Sửa đổi, bổ sung","ả thi hành tại tổ chức của mình. Chương IV ĐIỀU KHOẢN THI HÀNH [180] Điều 52. Hiệu lực thi hành 1. Nghị định này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2021. 2. Nghị định số 108/2013/NĐ-CP ngày 23 tháng 9 năm 2013 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán và Nghị định số 145/2016/NĐ-CP ngày 01 tháng 11 năm 2016 của Chính phủ sửa đổi, bổ sung một"
f69936f0-6937-11f1-a48d-29bc6b0fd706,17/VBHN-BTC,145/2016/NĐ-CP,"Sửa đổi, bổ sung","021. 2. Nghị định số 108/2013/NĐ-CP ngày 23 tháng 9 năm 2013 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán và Nghị định số 145/2016/NĐ-CP ngày 01 tháng 11 năm 2016 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 108/2013/NĐ-CP ngày 23 tháng 9 năm 2013 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường ch"
